iter	Passed	Remaining
140	43091	262519
141	43348	261924
142	43631	261483
143	43948	261249
144	44203	260649
145	44493	260255
146	44795	259933
147	45110	259692
148	45371	259135
149	45687	258895
150	45974	258494
151	46251	258032
152	46565	257781
153	46871	257486
154	47141	256999
155	47437	256650
156	47754	256413
157	48038	256001
158	48321	255589
159	48654	255435
160	48969	255190
161	49280	254918
162	49581	254600
163	49844	254086
164	50129	253683
165	50431	253373
166	50767	253229
167	51092	253029
168	51409	252787
169	51728	252557
170	52048	252329
171	52321	251873
172	52599	251441
173	52927	251251
174	53206	250828
175	53473	250355
176	53744	249896
177	54050	249602
178	54346	249263
179	54674	249074
180	55009	248909
181	55321	248640
182	55631	248367
183	55930	248038
184	56226	247699
185	56506	247294
186	56830	247074
187	57156	246866
188	57425	246411
189	57750	246199
190	58072	245973
191	58387	245715
192	58715	245510
193	59001	245128
194	59282	244729
195	59567	244347
196	59897	244152
197	60226	243947
198	60508	243554
199	60806	243226
200	61114	242937
201	61409	242597
202	61686	242186
203	61994	241901
204	62294	241582
205	62608	241317
206	62930	241081
207	63262	240883
208	63607	240735
209	63920	240463
210	64240	240217
211	64557	239957
212	64872	239693
213	65173	239375
214	65450	238970
215	65808	238860
216	66136	238640
217	66470	238438
218	66788	238183
219	67130	238007
220	67485	237877
221	67765	237484
222	68053	237120
223	68367	236845
224	68662	236502
225	68926	236058
226	69230	235749
227	69505	235343
228	69828	235100
229	70143	234827
230	70428	234456
231	70761	234246
232	71062	233926
233	71387	233687
234	71686	233361
235	71958	232950
236	72276	232686
237	72576	232367
238	72882	232065
239	73147	231632
240	73438	231285
241	73739	230968
242	74051	230685
243	74508	230853
244	74827	230589
245	75145	230325
246	75481	230110
247	75750	229695
248	76069	229430
249	76377	229133
250	76686	228837
251	76963	228446
252	77300	228235
253	77629	227999
254	77962	227771
255	78201	227272
256	78515	226992
257	78825	226698
258	79139	226418
259	79436	226087
260	79746	225794
261	80023	225409
262	80334	225118
263	80667	224891
264	80988	224627
265	81273	224265
266	81547	223873
267	81872	223622
268	82181	223325
269	82501	223059
270	82814	222774
271	83127	222488
272	83385	222056
273	83696	221765
274	83982	221407
275	84265	221043
276	84574	220749
277	84876	220434
278	85192	220157
279	85476	219797
280	85764	219447
281	86056	219109
282	86377	218844
283	86700	218582
284	86993	218246
285	87334	218031
286	87673	217808
287	88000	217555
288	88322	217291
289	88612	216948
290	88939	216694
291	89255	216413
292	89573	216137
293	89883	215843
294	90217	215604
295	90539	215336
296	90888	215134
297	91231	214914
298	91565	214672
299	91916	214472
300	92227	214175
301	92546	213897
302	92860	213609
303	93167	213304
304	93475	213000
305	93779	212689
306	94084	212380
307	94397	212088
308	94737	211857
309	95044	211550
310	95350	211242
311	95659	210941
312	95971	210647
313	96271	210325
314	96557	209973
315	96870	209682
316	97154	209326
317	97454	209005
318	97753	208683
319	98071	208401
320	98340	208015
321	98648	207712
322	98976	207453
323	99265	207109
324	99570	206800
325	99865	206470
326	100152	206123
327	100477	205857
328	100783	205550
329	101113	205291
330	101410	204965
331	101731	204688
332	102075	204456
333	102408	204204
334	102714	203895
335	103030	203608
336	103346	203319
337	103689	203084
338	103912	202614
339	104243	202355
340	104559	202066
341	104859	201746
342	105135	201382
343	105386	200968
344	105638	200559
345	105960	200283
346	106276	199995
347	106552	199632
348	106905	199413
349	107234	199149
350	107550	198860
351	107864	198568
352	108198	198313
353	108455	197916
354	108753	197593
355	109112	197383
356	109443	197120
357	109755	196824
358	110057	196509
359	110365	196205
360	110705	195957
361	111040	195701
362	111377	195446
363	111689	195149
364	112030	194903
365	112348	194613
366	112671	194334
367	112970	194014
368	113255	193669
369	113500	193257
370	113824	192979
371	114148	192702
372	114436	192363
373	114716	192011
374	115032	191720
375	115346	191426
376	115666	191141
377	115997	190874
378	116454	190813
379	116788	190549
380	117057	190179
381	117329	189816
382	117646	189524
383	117963	189232
384	118286	188950
385	118597	188649
386	118942	188402
387	119253	188100
388	119567	187803
389	119877	187500
390	120163	187159
391	120453	186826
392	120720	186456
393	121008	186119
394	121298	185785
395	121620	185501
396	121905	185161
397	122235	184888
398	122523	184552
399	122822	184234
400	123119	183912
401	123441	183627
402	123741	183308
403	124041	182992
404	124365	182709
405	124656	182379
406	124943	182042
407	125247	181731
408	125554	181424
409	125852	181105
410	126168	180810
411	126485	180518
412	126799	180221
413	127051	179836
414	127332	179492
415	127630	179173
416	127957	178894
417	128272	178599
418	128576	178288
419	128871	177965
420	129189	177673
421	129507	177382
422	129795	177050
423	130106	176748
424	130435	176471
425	130748	176173
426	131066	175880
427	131402	175612
428	131677	175263
429	131989	174962
430	132256	174603
431	132569	174303
432	132880	174003
433	133169	173672
434	133472	173361
435	133801	173083
436	134116	172786
437	134430	172488
438	134732	172175
439	135034	171862
440	135383	171608
441	135708	171324
442	136015	171016
443	136311	170696
444	136622	170394
445	136893	170042
446	137198	169733
447	137494	169412
448	137779	169078
449	138093	168781
450	138425	168504
451	138756	168226
452	139080	167939
453	139411	167662
454	139720	167357
455	140016	167037
456	140325	166732
457	140659	166457
458	140975	166160
459	141300	165874
460	141623	165585
461	141972	165327
462	142256	164992
463	142550	164670
464	142863	164370
465	143160	164050
466	143462	163737
467	143787	163451
468	144117	163169
469	144449	162889
470	144764	162590
471	145077	162290
472	145384	161982
473	145649	161628
474	145946	161309
475	146244	160991
476	146520	160650
477	146794	160306
478	147096	159994
479	147428	159714
480	147745	159417
481	148052	159110
482	148392	158837
483	148707	158539
484	149020	158238
485	149306	157908
486	149587	157573
487	149890	157261
488	150157	156912
489	150448	156589
490	150750	156276
491	151079	155992
492	151386	155685
493	151689	155374
494	152020	155091
495	152332	154789
496	152665	154508
497	152985	154214
498	153303	153918
499	153602	153602
500	153932	153318
501	154266	153037
502	154594	152750
503	154949	152489
504	155280	152205
505	155610	151920
506	155957	151650
507	156271	151349
508	156610	151072
509	156945	150791
510	157243	150473
511	157545	150160
512	157840	149841
513	158157	149541
514	158607	149368
515	158886	149033
516	159190	148721
517	159519	148433
518	159834	148131
519	160143	147824
520	160380	147451
521	160686	147141
522	161001	146841
523	161307	146530
524	161599	146209
525	161895	145890
526	162169	145552
527	162496	145262
528	162799	144949
529	163085	144622
530	163409	144329
531	163747	144048
532	164080	143763
533	164400	143465
534	164746	143190
535	165057	142885
536	165355	142569
537	165674	142270
538	165982	141962
539	166307	141669
540	166636	141378
541	166989	141109
542	167296	140800
543	167638	140520
544	167965	140228
545	168293	139936
546	168618	139642
547	168955	139357
548	169283	139065
549	169604	138767
550	169874	138427
551	170197	138131
552	170529	137841
553	170868	137558
554	171179	137252
555	171530	136977
556	171882	136703
557	172194	136398
558	172477	136068
559	172778	135754
560	173077	135438
561	173378	135124
562	173684	134813
563	173994	134506
564	174281	134181
565	174595	133876
566	174924	133584
567	175226	133270
568	175535	132962
569	175839	132650
570	176136	132334
571	176440	132022
572	176756	131719
573	177034	131387
574	177354	131087
575	177641	130763
576	177952	130457
577	178273	130158
578	178600	129863
579	178956	129589
580	179237	129260
581	179585	128980
582	179896	128673
583	180294	128428
584	180718	128202
585	181117	127956
586	181479	127685
587	181829	127404
588	182223	127154
589	182741	126989
590	183110	126720
591	183443	126427
592	183728	126100
593	184048	125797
594	184358	125487
595	184656	125169
596	184985	124873
597	185313	124575
598	185612	124258
599	185949	123966
600	186251	123650
601	186592	123361
602	186883	123039
603	187215	122744
604	187521	122431
605	187855	122136
606	188180	121836
607	188518	121545
608	188838	121240
609	189160	120938
610	189437	120607
611	189748	120297
612	190065	119992
613	190388	119690
614	190713	119389
615	191059	119101
616	191384	118801
617	191718	118505
618	192070	118221
619	192386	117914
620	192692	117601
621	193009	117295
622	193307	116977
623	193651	116687
624	193960	116376
625	194267	116063
626	194570	115749
627	194899	115449
628	195206	115137
629	195539	114840
630	195867	114540
631	196159	114219
632	196434	113888
633	196742	113577
634	197031	113254
635	197345	112946
636	197575	112590
637	197898	112287
638	198216	111981
639	198554	111686
640	198882	111386
641	199188	111073
642	199493	110761
643	199806	110452
644	200106	110136
645	200563	109906
646	200884	109601
647	201203	109295
648	201507	108981
649	201826	108675
650	202126	108359
651	202451	108056
652	202727	107727
653	203026	107411
654	203337	107101
655	203646	106790
656	203950	106476
657	204236	106153
658	204540	105839
659	204849	105528
660	205157	105216
661	205469	104907
662	205771	104592
663	206231	104358
664	206746	104150
665	207114	103868
666	207467	103578
667	207844	103299
668	208281	103050
669	208716	102800
670	209139	102543
671	209493	102252
672	209826	101951
673	210160	101650
674	210583	101392
675	210961	101111
676	211424	100871
677	211996	100682
678	212553	100485
679	213285	100369
680	213870	100183
681	214300	99923
682	214920	99750
683	215281	99457
684	215552	99122
685	215869	98809
686	216195	98499
687	216508	98183
688	216880	97895
689	217147	97559
690	217401	97217
691	217667	96880
692	217940	96547
693	218214	96215
694	218445	95864
695	218701	95524
696	218976	95193
697	219227	94852
698	219477	94510
699	219814	94206
700	220305	93967
701	220962	93799
702	221320	93502
703	221636	93188
704	221865	92837
705	222103	92490
706	222358	92151
707	222608	91810
708	222853	91467
709	223096	91123
710	223347	90784
711	223671	90473
712	224071	90194
713	224394	89883
714	224622	89534
715	224842	89183
716	225092	88843
717	225358	88511
718	225604	88170
719	225861	87835
720	226104	87494
721	226348	87153
722	226599	86816
723	226864	86484
724	227118	86148
725	227355	85806
726	227589	85463
727	227828	85122
728	228064	84781
729	228308	84442
730	228597	84121
731	228863	83791
732	229129	83461
733	229392	83131
734	229639	82795
735	229872	82454
736	230147	82128
737	230384	81789
738	230690	81475
739	231118	81203
740	231424	80889
741	231737	80577
742	232035	80259
743	232362	79952
744	232684	79643
745	232953	79316
746	233296	79014
747	233660	78719
748	234025	78424
749	234373	78124
750	234689	77813
751	235092	77530
752	235569	77271
753	235946	76979
754	236519	76751
755	237441	76634
756	238322	76502
757	238726	76216
758	239082	75914
759	239384	75595
760	239674	75272
761	239943	74942
762	240200	74610
763	240473	74282
764	240730	73949
765	240964	73610
766	241203	73272
767	241481	72947
768	241725	72611
769	242015	72290
770	242262	71956
771	242508	71621
772	242800	71301
773	243040	70965
774	243291	70633
775	243562	70306
776	243820	69976
777	244089	69650
778	244316	69311
779	244598	68989
780	244884	68668
781	245127	68334
782	245379	68004
783	245649	67678
784	245909	67351
785	246148	67017
786	246400	66687
787	246648	66357
788	246916	66032
789	247162	65701
790	247423	65374
791	247663	65042
792	247898	64709
793	248156	64383
794	248375	64046
795	248623	63717
796	248873	63389
797	249138	63065
798	249362	62730
799	249599	62399
800	249855	62073
801	250104	61746
802	250336	61414
803	250581	61086
804	250827	60759
805	251069	60431
806	251298	60099
807	251546	59773
808	251787	59445
809	252063	59125
810	252333	58805
811	252604	58484
812	252903	58170
813	253185	57853
814	253455	57532
815	253719	57211
816	253952	56882
817	254212	56560
818	254452	56234
819	254719	55914
820	254972	55590
821	255248	55272
822	255527	54955
823	255807	54638
824	256073	54318
825	256333	53997
826	256568	53671
827	256817	53348
828	257077	53027
829	257307	52701
830	257542	52376
831	257783	52052
832	258017	51727
833	258270	51406
834	258520	51084
835	258782	50765
836	259034	50445
837	259290	50125
838	259546	49805
839	259798	49485
840	260053	49165
841	260305	48845
842	260544	48523
843	260795	48203
844	261044	47883
845	261275	47560
846	261504	47237
847	261724	46912
848	261993	46597
849	262243	46278
850	262480	45957
851	262684	45630
852	262940	45313
853	263188	44994
854	263451	44678
855	263702	44361
856	263961	44044
857	264205	43726
858	264437	43406
859	264701	43091
860	264944	42772
861	265164	42451
862	265409	42133
863	265660	41816
864	265908	41500
865	266139	41180
866	266375	40862
867	266625	40546
868	266853	40227
869	267087	39909
870	267310	39590
871	267545	39272
872	267789	38956
873	268045	38642
874	268303	38329
875	268567	38016
876	268822	37702
877	269063	37386
878	269289	37069
879	269525	36753
880	269775	36439
881	270024	36125
882	270280	35812
883	270538	35500
884	270796	35188
885	271051	34875
886	271283	34560
887	271547	34249
888	271799	33936
889	272048	33624
890	272304	33312
891	272525	32996
892	272788	32685
893	273036	32373
894	273275	32060
895	273506	31746
896	273747	31433
897	273987	31121
898	274238	30809
899	274479	30497
900	274729	30186
901	274970	29874
902	275219	29563
903	275458	29252
904	275668	28937
905	275929	28628
906	276171	28317
907	276422	28007
908	276665	27696
909	276900	27385
910	277139	27075
911	277383	26765
912	277786	26470
913	278084	26165
914	278323	25855
915	278616	25550
916	278879	25242
917	279133	24933
918	279423	24628
919	279689	24320
920	279963	24014
921	280202	23704
922	280425	23394
923	280687	23086
924	280964	22780
925	281210	22472
926	281610	22176
927	281859	21868
928	282140	21562
929	282435	21258
930	282709	20952
931	282978	20646
932	283213	20337
933	283455	20030
934	283706	19722
935	283956	19415
936	284191	19107
937	284438	18800
938	284684	18493
939	284938	18187
940	285186	17880
941	285441	17574
942	285681	17268
943	285942	16962
944	286224	16658
945	286499	16354
946	286786	16050
947	287028	15744
948	287277	15438
949	287535	15133
950	287777	14827
951	288025	14522
952	288282	14217
953	288498	13910
954	288778	13607
955	289014	13301
956	289232	12995
957	289484	12691
958	289716	12386
959	289968	12082
960	290213	11777
961	290468	11473
962	290684	11168
963	290982	10866
964	291235	10562
965	291498	10259
966	291736	9955
967	291982	9652
968	292233	9349
969	292471	9045
970	292716	8742
971	292969	8439
972	293216	8136
973	293455	7833
974	293693	7530
975	293950	7228
976	294176	6925
977	294424	6623
978	294674	6320
979	294923	6018
980	295174	5716
981	295414	5414
982	295660	5113
983	295900	4811
984	296160	4510
985	296422	4208
986	296687	3907
987	296909	3606
988	297157	3305
989	297415	3004
990	297691	2703
991	297924	2402
992	298181	2101
993	298423	1801
994	298674	1500
995	298906	1200
996	299148	900
997	299415	600
998	299675	299
999	299951	0
